Drug Name,Price
XEREXOMAIR 100mg/5ml pd. For oral susp.,10
HAIR ACT 5%topical solution,25
NANAZOXID 500mg f.c. tabs.,11
NANAZOXID 100mg/5ml pd. For oral susp.,7
ELMISTRAN PLUS 40/12.5mg tabs.,22
ELMISTRAN PLUS 80/12.5 mg tab.,28
ESCITAPRAM 20mg f.c. tabs.,40
DEPAWAY 40mg f.c. tab.,32
ROMALEX 25mg rectal supp.,3
ALZMENDA 5mg f.c. tab.,10
ALZMENDA 20mg f.c.tab.,16
BI-KETOGESIC 150mg tab.,4
FUTATREAT 500mg f.c. tab.,32
FUTATREAT 250mg f.c. tab.,29
TAMINIL-N 12mg/ml granules for oral susp. (R1),35
TAMINIL-N 12mg/ml granules for oral susp.,70
TAMINIL- N  75mg hard gelatin caps.,70
NAPIFIT 50mg f.c. tab.,3
NAPIFIT 100mg f.c.tab.,5
NUCLEO CMP FORTE hard gelatin capsules,4
CETROTIDE 0.25mg powder for solution for inj.,210
LEVITRA 20mg f.c. tab.,160
DIPROCORTIN ampoule,11
SOLPADOL 5mg oro-dispersible tab.,16
LABILENO 50mg tab.,8
SENOREIN 4mg tab.,25
PREGAVALEX 300mg hard gelatin caps.,67
LEVOFLOX 500mg solution for I.V. inf.,22
MIGRIZA 10mg tab.,17
FROSITOR 5mg f.c. tab.,25
ANGIOSARTAN 20mg f.c. tab.,8
ANGIOSARTAN 40mg f.c. tab.,12
ANGIOSARTAN 10mg f.c. tab.,6
HERMPRO 10mg f.c. tab.,27
PROBACTCIN 2% top. Cream,15
LARITHROCIN  250mg f.c.tab.,25
LARITHROCIN 500mg f.c. tabs.,40
BIOGENTACIN  0.1%top. Cream,2
AVEROZOLID 100mg/5ml granules for oral susp.,19
RAWDAMENT solution for I.V inf.,3
METRONIDAZOLE 5mg/ml sterile solution for I.V. inf.,10
EZETIMIBE 10mg tab.,12
ESCITALOPRAM 20mg f.c. tab.,35
DOWNSTEROLIN 10/20mg f.c. tab.,30
DOWNSTEROLIN 10/40mg f.c. tab.,40
SINUFEN 800mg sustained release f.c. tabs.,6
THERA-LO 3.2g/100ml oral susp.,3
EGYRESOLVE 250mg soft gelatin capsules,9
AZGOBION 5mg tab.,9
PHAROFRUIT eff. gr. in sachets (R1),2
PHAROFRUIT eff. gr. in sachets,18
PHAROCOLA effervescent granules in sachets (R1),18
PHAROCOLA effervescent granules in sachets,2
STARCEF 1gm f.c. tab.,17
ANDOGABLIN 75mg hard gelatin capsules,37
TIRATAM 1000mg f.c. tab.,52
TRIPTAGRAIN 12.5mg f.c. tab.,18
EXAMIDE 5mg tab.,6
ESTERO-MAP 10mg f.c.tab.,31
ESTERO-MAP 20mg f.c. tab.,35
PIMFAST 1000mg pd. For reconstitution for I.V/I.M inj.,19
ORGANO-ORLISTAT 120mg hard gelatin capsules,40
LASAROMEP 160mg f.c. tab.,11
LASAROMEP 40mg f.c. tab.,12
LASAROMEP 80mg f.c. tab.,10
LASAROMEP 320mg f.c. tab.,25
GLUCORYL 3mg f.c. tab.,3
BLOTAGRIL 75mg f.c. tabs.,9
TINOX 1% cream,20
AZGOVANC 20mg  immediate release hard gelatin caps.,10
AZGOVANC 40mg immediate release hard gelatin caps.,15
SNIFFACAN 50mcg/g nasal spray,21
SUMIGRAN  6mg/0.5 ml prefilled syringe,30
SEDOKAST 4mg chewable tabs.,9
AMOFLUX 125/125 hard gelatin capsules,6
AMOFLUX 250/250 hard gelatin caps.,15
PULMICORT 0.25mg/ml nebulizer susp. (R1),180
PULMICORT 0.25mg/ml nebulizer susp.,9
PULMICORT 0.5mg/ml nebulizer susp. (R1),12
PULMICORT 0.5mg/ml nebulizer susp.,240
PHAROTOIN 50mg hard gelatin caps.,2
PLATENOR 75mg tab.,11
PROMATIC 5% top. Gel (R1),8
PROMATIC 5% top. Gel,5
DEVAROL-S-200000 I.U solution for I.M inj.,4
LYCROBALIN 100mg hard gelatin caps.,42
NOCTORELIEF 10mg tab.,8
DEMENTEXA 10mg f.c. tab.,22
POTASPIRONO 25mg tab.,2
POTASPIRONO 100mg tab.,5
ABILIA 15mg f.c. tab.,35
ABILIA 20mg f.c. tab.,40
PANSPECT eye /ear drops,5
DEXATOB eye drops,8
DICLOFERAZ 50mg dispersible tab.,5
GAST MINOXY 5% topical solution,35
PROSTPLASIA 0.5mg soft gelatin caps.,28
EACLOVIR  500mg f.c. tabs.,85
STARCEF 500mg cap.,7
LABIPRESS100 mg f.c.tab.,5
LABIPRESS 200 mg f.c.tab.,7
DEBOSTEOBONE  f.c.tab.,60
ANGIOSARTAN PLUS 20/25 mg f.c.tab.,10
ONCYCLOPID  75mg f.c.tab.,5
ELMODOXACIN 250mg f.c.tab.,8
ELMODOXACIN  500mg f.c.tab.,11
ELMODOXACIN 750mg f.c.tab.,16
SOFENACIN 5mg f.c. tab.,21
SOFENACIN 10mg f.c.tab.,28
STERILE POTSSIUM CHLORIDE CONCENTRATE 15%  solution for I.V inf.,2
PHARMAGATIN 3mg/ml eye drops,12
FERRIPROX 100mg/ml oral solution (R1),275
FERRIPROX 100mg/ml oral solution,550
MIMPARA 30mg f.c.tab,680
MIMPARA 60mg f.c.tab,1250
MIMPARA 90mg f.c.tab,1875
GLUSTAZON 15mg tab.,6
GLUSTAZON 30mg tab.,8
GLUSTAZON 45mg tab.,9
QUINOLOROX  500mg f.c.tab.,10
DAPSONE 50mg tab. B.P 2007,4
DEPAPLIN 150mg hard gelatin capsules,35
FERNILAR  5mg f.c.tab.,7
DOWNOPRAZOL 40mg hard gelatin caps.,30
TAXIMODEL 0.5gm I.M./I.V.vial,6
TAXIMODEL 1gm I.M./I.V.vial,8
TAXIMODEL 2gm I.M./I.V.vial,18
GOLINOSAB 0.5mg tab. (R1),90
GOLINOSAB 0.5mg tab.,36
AMTHROST 125mg/5ml susp.,4
AMTHROST 250mg/5ml powder for oral susp.,4
DELMONKAST 5mg chewable tabs.,16
DELMONKAST 10mg f.c. tabs.,21
NITROFURINAL  220mg/5ml susp.,4
ACTIMAXVIT hard gelatin caps.,12
FERNILAR  0.5mg/ml syrup,5
DEPAPALIN 300mg hard gelatin caps.,67
CANDESARTAN 8mg tabs.,10
EAFORMEAT 1000mg f.c. tabs.,2
LINOFENADINE 180mg scored f.c.tab.,8
GLIMEPIR 3mg tab.,4
GLIMEPIR 4mg tab.,4
DIALY-CAL 500mg f.c.tab.,8
WINDIPINE WINTHROP 5mg tab.,5
WINIDIPINE WINTHROP 10mg tab.,9
DOXYCOST 200mg tabs.,14
IMOFLORA tab.,5
SOBOCUSATE 120mg/10gm rectal micro enema,4
AMLOBENZAMIR 2.5/10mg hard gelatin caps.,10
AMLOBENZAMIR 5/10mg hard gelatin caps.,12
AMLOBENZAMIR 5/20mg hard gelatin caps.,14
AMLOBENZAMIR 10/20mg hard gelatin caps.,16
AMLOSTEROLEN 5/20mg f.c. tab.,30
AMLOSTEROLEN 10/40mg f.c. tabs.,39
QUINABIOTIC 320mg f.c. tab. (R1),51
QUINABIOTIC 320mg f.c. tab.,72
THIOTACID COMPOUND 600  f.c.caplets,20
ZAPRITENS 1mg f.c. tab.,11
ZAPRITENS 2.5mg f.c. tabs.,18
ZAPRITENS 5mg f.c. tabs.,25
QUITAPEX 100mg f.c. tab.,42
MAXIPROFEN  RETARD 800mg S.R tab.,6
LEVOFLOX 500mg f.c. tab.,14
THERANEURIN f.c.tab.,4
HEMERODS-F rectal oint.,6
C-Retard 500mg hard gelatin caps.,7
LIPOREGISTATE 5mg f.c. tabs.,9
INFECTOMYCIN 500mg f.c. tabs.,7
PIRONTAGONIST 10mg f.c. tabs.,16
ADVODMONTACE 5mg orally disp. Tabs.,50
NIGHT CALM 3mg f.c. tabs.,9
INTEST-RELIEF 200mg hard gelatin caps.,3
PARALEX 125 rectal pediatric supp.,2
CANDESARTAN 16mg tabs.,17
CEFOPERAZONE 0.5gm vial for I.M./I.V. inj.,6
CEFOPERAZONE 1gm I.M./I.V. vial,10
SABASTATIN XR 40mg extended release film coated tab.,30
NOVALDOL 1gm  tab.,2
MEDMYLEZEN syrup,6
ALLERZONE 0.1% oint.,11
IPRAVENT-S aerosol for inhalation,18
APEXAZOLE 1% top. Cream,8
PROSTETROL 10mg M.R.tab.,13
BENPROSTEX 10mg S.R.tab.,13
VEORA  25mg f.c.tab.,2
DELOSTIGAR 180mg S.R. f.c. tabs.,18
JOBADEL oral gel,5
GLYCINE 1.5 %   B.P.2009 L.V.P irrigation solution,16
GLUCOSE 40%w/v I.V inf. (R1),5
GLUCOSE 40%w/v I.V inf.,1
TEVETEN PLUS 600/12.5mg  f.c.tab.,70
NEPHROTECT solution for infusion,72
THROMBOSTAT solution for I.V.infusion,900
COLOSALAZINE-EC 500mg enteric coated tab.,8
PHARMAPRESS 2mg/ml ophthalmic soln.,26
OCULOTOB sterile ophthalmic suspension,5
OSTELOS gr.for oral suspension in sachets,43
DUROGESIC 12mcg/h trasdermal patches,130
REMINYL 8mg hard prolonged release capsules,90
REMINYL16mg hard prolonged release capsules,150
AVAMYS nasal spray,40
SARCOZIDE 16/12.5mg tabs.,14
NUCLEO CMP FORTE lyophilized ampoules,8
LYROLIN 75mg hard gelatin caps.,18
LYROLIN 150mg hard gelatin caps.,23
XANTHIUM SR 400mg s.r.caps.,3
MICROSERC 16mg tab.,9
SALMOCALCIN  50 I.U./ml amp.,8
SALMOCALCIN 100I.U./ml amp.,15
HEMOFLUSH 0.5% ointement,4
SEDOKAST 10mg f.c.tab.,25
APO-DESMOPRESSIN 10mcg/dose nasal spray,80
TESTONON 250mg/ml I.M ampoules,4
OXYCINON 5 I.U./ml amp.,2
OXYCINON 10 I.U /ml I.V ampoules,2
XEROPIUM 0.4mg/ml ampoules,10
TYKERB 250mg F.C.TAB.,4297
KEPPRA 100mg/ml  oral solution,425
ITOMASH 50mg  tab.,8
NIZATECT 150 mg hard gelatin caps.,8
PK-MERZ 200mg/500ml sol. for IV inf.,70
RAMIPRIL COMP tabs.,12
PARIET 10mg gastro resistant tab.,28
ALZMENDA 10mg/gm oral drops,33
TOPAMAX 15 mg sprinkle caps.,84
TOPAMAX 50 mg sprinkle caps.,200
AMRISTATIN 80mg f.c.tab.,40
REMINYL 4mg/ml oral solution,350
RISPERDAL CONSTA 37.5mg vial,1000
XARELTO 10mg f.c.tab.,350
BUTAXIMARK 1% topical  Cream,12
CIPRO 500mg f.c.tab.,12
FLUOXETINE 20 mg  H.G.Caps.,8
DOLOKET 2.5% top. Gel,3
EGYURSO 500mg f.c.tab.,12
MOREPRESS 5mg tab.,3
TELFAST oral susp.,11
GOLINOTECH 0.5mg tab.,36
CLUDINETECH 0.5mg H.G.Cap,300
CLUDINETECH 1mg H.G.Cap,450
KEPILEPSY 250 mg f.c. tabs.,29
KEPILEPSY  500mg f.c.tab.,34
KEPILEPSY 750 mg f.c. tabs.,42
KEPILEPSY  1000mg f.c.tab.,52
FIRAMAZIN 0.4mg H.G.Caps.,16
LELIPEL 10 mg f.c. tabs.,22
LELIPEL  4mg oral granules in Sachets,38
CITAPRONEX 10mg f.c.tab.,17
CABERGAMOUN 0.5mg tab.,40
COLD CONTROL f.c.tab.,3
CAFFEINOSPIRE 10mg/ml I.V vial,30
DELMOXA 400mg f.c.tab.,29
INJECTMOL 10mg/ml vial for I.V. inf.,15
ASCIZADEX-N top. Gel,7
STARCEF 250mg/5ml pd. For oral sups.,4
DOASPRAY 1% topical spray,12
MALARI 60mg tab,40
MALARI-CO tablets,100
ZYVOX 2mg/ml solution for IV injection,320
SUTENT 12.5mg capsules,5750
VITAMIN K 10mg chew. Tabs.,5
ALMOTRIP FORTE 12.5mg f.c. tabs.,5
CITRA FORTE 2.4 gm gran.,45
AMRISTATIN 40mg f.c.tab.,33
AREPEXANE 30mg f.c. tab.,40
ADCOKION 10mg/ml amp. For I.M. inj.,8
PRIMAFOXIN 1 gm  vial for IV  inj. & I.V. inf.,30
FORCETEX 500mg pd. For I.M./I.V. inj.,14
FORCETEX 1gm pd. For I.M./I.V. inj.,21
NATAMYCIN 5% sterile ophthalmic solution,30
DEPALEPT 500mg/5ml vial for I.V. inf.,15
ALEXLACTIVE sugar coated tablet,2
OFUSIDIC sterile viscous eye drops,12
PRESSOTHIOVAL f.c.tab.,27
EGYGASTREAZ 100mg/5ml pd. For oral susp.,6
SCHIZOFY 10mg scored f.c.tab.,27
PLAVEDAMOL  75mg f.c. tab.,5
FLOXABACT 500mg f.c.tab.,8
FLOXABACT 250mg f.c.tab.,6
ISOSORBIDE 20mg tab.,3
ISOSORBIDE 40mg tab.,4
DELZOSIN 500mg f.c. tabs.,9
BETAVIDONE 10% topical antiseptic solution,6
MATROCOND 0.03% sterile ophthalmic solution,75
MATROCOND PLUS sterile ophthalmic solution,85
EXAMIDE10mg/ml ampoule for i.v injection,6
ZOXIDEL 2gm pd. For I.V. inj.,30
CILOMEPATAL 100mg tab.,30
GATISTAR 3mg/ml ophthalmic soln.,10
CETRICHEW 5mg chewable f.c. tabs.,4
CETRICHEW 10mg chewable f.c. tabs.,6
VISOFLUX susp.,8
NASACORT AQ 0.055% nasal spray,43
CEFATHIRD 125mg/5ml pd. For oral susp.,27
CEFATHIRD 300mg hard gelatin caps.,45
VANCOMYCIN LYOMARK 1000mg/vial for oral use or for inf.,50
BENDATREOTID 0.1mg/ml soln. for subcutaneous inj.,40
BENDATREOTID 0.2mg/ml soln. for subcutaneous inj.,400
GLUCOSE I.V. inf. 10% (BP 2008),4
GLUCOSE  I.V INFUSION 25 %BP2008,4
GLUCOSE I.V. inf. 5% BP 2008,4
DECLOPHEN FAST  50mg Granules fo rOral Susp.,10
QUEENZOLAMIDE PLUS eye drop,50
QUEENZOLAMIDE 20mg/ml eye drop,40
AMOCEREBRAL PLUS  tab.,3
MUPIROCIN BIOPPHARM 2% top. oint.,27
SIGMASTINAL  20mg/ml amp.,1
DOGMAPRIDE FORT 200mg tab,6
DOGMAPRIDE 50mg hard gelatin capsules,2
GASEOFLATEX  125mg chew. tab.,5
GASEOFLATEX PLUS  chew. tab.,6
DECLOPHEN Emulgel 1%,5
BISOBETA 5mg f.c.tab.,5
SODIUM CHLORIDE 3 % W/V E I.V. infusion B.P.2007,4
PAINICA 300mg hard gelatin caps.,67
VRONOGABIC 150mg hard gelatin caps.,25
VRONOGABIC 75mg caps.,21
LARYNCLAVE 125/31 pd. For oral susp.,8
LARYNCLAVE 250/62 pd. For oral susp.,12
LARYNCLAVE 400/57 pd. For oral susp.,13
NICOTINELL FRUIT 2 mg chewable gum,16
NICOTINELL MINT 2 mg chewable gum,16
SIMVASTIMIBE 10/20mg tabs.,16
SIMVASTIMIBE 10/40mg tabs.,18
SIMVASTIMIBE 10/80mg tabs.,42
CONJYCLEAR 1mg/ml ophthalmic solution,14
LODIPINE 4mg f.c. tabs.,10
ANTIMIGROZAN 2.5mg disintegrating tabs.,36
CONVUGABALIN 150mg hard gelatin caps.,32
CLIDIASPASM 5mg/2.5mg f.c. tabs.,2
DESLOREX 5mg tabs.,7
MYLOBAC 25mg tabs.,6
AMETIC 10mg/2ml amp. For I.M./I.V. inj.,4
BUSPALEX 15mg tabs. (R1),8
BUSPALEX 15mg tabs.,4
TEGRAPIN 100mg/5ml susp.,6
SALESTONE 0.5mg tab.,2
GENTAMICIN 0.1% top. Cream,2
AREPEXANE 10mg f.c. tab.,30
SODIUM CHLORIDE 0.45% soln for I.V. inf. (L.V.P drip),3
SODIUM CHLORIDE 0.45% + GLUCOSE 5% soln. for I.V. inf.,4
ESMATAC 40mg DR caps.,18
ESMATAC 20mg DR caps.,18
CONVIBAN 25mg f.c. tabs,11
VEDOCARD 3.125mg f.c. tabs.,6
ZIPRASIDEL 40mg hard gelatin caps.,70
ACETYLCICTEIN 600 mg eff. instant gran. In sac.,12
WATER FOR INJECTION,2
URSOGALL 450mg SR hard gelatin caps.,20
ALFACALCIDOL 0.2mg/100ml oral dps.,65
AMLODIPINE 10mg tabs.,9
NIFEDIPINE 60mg SR hard gelatin caps.,10
COVERAM 10/10mg tab.,85
COVERAM 10/5mg compressed tabs.,80
COVERAM 5/10mg tabs.,55
COVERAM 5/5mg compressed tabs.,50
VEXOL 1% sterile ophthalmic soln.,33
CORONOLAX 2.5mg S.R. caps.,3
GRAMOFLUX 500/500 f.c. tabs.,20
GLI 30mg SR tabs.,3
NASO-CYANOCOBALAMIN 500mcg/dose nasal spray (R1),7
NASO-CYANOCOBALAMIN 500mcg/dose nasal spray,30
PSORIN 10mg hard gelatin caps.,25
PSORIN 25mg hard gelatin caps.,40
URSAK 250/250mg f.c.tab.,20
MEDVITAZEN soft gelatin caps.,3
SOTALOC 160mg tabs.,10
PARKINEAST 5mg H.G.cap.,8
DOCOZAN 10% top. cream,12
LINEZ 600mg f.c.tab.,88
PANCEF 250mg/5ml vial for I.V./I.M. inj.,4
TECAVIR 0.5mg f.c. tab.,300
TECAVIR 1mg f.c.tab.,450
SODIUM CHLORIDE 0.18% & GLUCOSE 4.3% I.V.infusion,3
OST-MAP 60mg hard gelatin caps.,6
INDAMIDE 1.5mg S.R.tab.,3
ROWAMOXIFLOX 400mg f.c. tabs.,25
CILOSTALON 100mg tab.,23
CAFFEINOSPIRE 10mg/ml sterile oral soln.,30
COMBIPRESS  20/12.5mg tab.,5
LINCOMYCIN HYDROCHLORIDE 600mg/2ml amp. For I.V./I.M. inj.,5
UDEXPAN 500mg f.c.tab.,18
NEO-GRAMINYST topical cream,5
NEO-GRAMINYST topical ointment,5
UNOCRON 60mg MR tabs.,4
EUGLUMIDE PLUS 500mg/2.5mg f.c. tabs.,2
EUGLUMIDE PLUS 500mg/5mg f.c. tabs.,3
MEDEXAFLAM 7.5mg tabs.,5
MEDEXAFLAM 15mg tabs.,6
MEDEXAFLAM 15mg supp.,6
NANDURABOLIN 50mg/1ml oily solution for I.M inj.,8
NANDURABOLIN 25mg/1ml oily soln. for I.M inj.,6
RINGER USP 31 soln. for I.V. inf.,0
AMIPAREN 10% soln. for I.V. inf. (R1),31
AMIPAREN 10% soln. for I.V. inf.,62
FUNGITRANAZOLE 100mg hard gelatin caps. (R1),13
FUNGITRANAZOLE 100mg hard gelatin caps.,32
DICLOSP S.R. 75mg f.c.tabs.,8
GLYBFORMIN 5/500mg tab.,4
DAVIKEN 500mg SR f.c.tab.,12
FLACORT 30mg tabs.,40
FLACORT 6mg tabs.,8
LORNOX 4mg f.c. tabs.,5
LORNOX 8mg f.c. tabs.,5
MEPAPHAGE 500mg tab.,3
MEPAPHAGE SR 850mg F.C.tab.,6
GLIFORM 500/2.5mg tabs.,5
ESCITALOBORG 5mg tabs.,21
FERROJECT 12.5mg/ml amp. For I.V. inf. Or slow I.V. inj.,9
XYLOTOP 4% top. Cream,2
SODIUM CHLORIDE 2.7% soln. for I.V. inf.,2
RAMIPRIL COMP LS 2.5mg/12.5mg tab.,5
ADANCOR 10mg breakable tabs.,35
ALTARGO 1% top.oint.,32
BENDAFOLIN 10mg/ml soln. for I.M./I.V. inj. or inf.,270
PHARMATROPIL1gm/5ml amp. For I.V /I.M inj.,10
ROTALBONE-D tabs.,30
CONTROLEPSY 25mg tab.,5
CONTROLEPSY 100mg tab.,15
CONTROLEPSY 50mg tab.,8
RAMAZODEF 400mg f.c. tab.,10
MASCGLUCOM 5mg/ml ophthalamic soln.,12
GESKAPROFEN 25mg f.c. tabs.,6
SODIUM CHLORIDE 0.9W/V & DEXTROSE 5%W/V INJ.B.P.2008,4
EMICOBAL 1mg/ml amp. For I.M. inj.,2
UNITENSE 5 mg f.c.tab.,10
UNITENSE 10 mg f.c.tab.,13
UNITENSE 20 mg f.c. tabs.,17
APO-CALCITONIN 200 I.U./metered dose spray,105
JURNISTA 8mg f.c. tabs.,450
JURNISTA 16mg f.c. tabs.,770
JURNISTA 32mg f.c. tabs.,1200
PENTASA 1000mg/sachet,6
VALDOXAN 25mg f.c. tabs.,75
GLIMITOID 1mg tabs.,2
GLIMITOID 2mg tabs.,3
GLIMITOID 4mg tabs.,4
ENDSTAMINE 2.5mg/5ml syp.,5
ANGOSMOOTH 75mg f.c. tabs.,5
CROTAMITEX 10gm/100gm top. Cream,6
AVAZIR 3mg/ml ophthalmic soln.,7
PARKINTREAT 1mg tabs.,54
EBASTINE-BORG 10mg f.c. tabs.,10
LYRIBALIN 50mg hard gelatin caps.,14
LYRIBALIN 150mg hard gelatin caps.,20
SLEEPEZ 1mg f.c. tabs.,5
SLEEPEZ 2mg f.c. tabs.,7
SLEEPEZ 3mg f.c. tabs.,9
MINALIP PLUS 10/20mg tabs.,12
MINALIP PLUS 10/40mg tabs.,16
RINGER & ACETATE soln. for I.V. inj.,4
OSTEOSIGMA 2gm sach.,86
EGYNIR 125mg/5ml pd. For oral susp.,20
KEPRADIL 1000mg f.c. tabs.,45
KEPRADIL 500mg f.c. tabs.,26
ALLERGSTOP 5mg f.c. tabs.,3
ALLERGSTOP 50mg/100ml syp.,6
INSPAGO 25mg f.c. tabs.,45
KETOFAN 75mg hard gelatin caps.,3
VITA HAIR f.c.tabs.,24
THIOGLU hard gelatin caps.,60
DOWNOPRAZOL 20mg hard gelatin caps.,21
DOWNOPRAZOLE 20mg pd. for oral susp. In packets,15
VALPROEX  f.c. tabs.,27
ASTHMEC 10 mg tab.,8
ASTHMEC 20mg tabs.,12
ALFUZOSINE 10 mg prolonged release cap.,15
NEPIRALIN 200 mg tab.,90
PROPAMETHONE top. Cream.,6
STATIROSE 20mg tab.,30
MINOTENSOL 7.5 mg f.c.tab.,14
TECAVIR 0.05mg/ml oral soln.,450
CYCLONA 250mg/2ml amp.,4
TINEAREST 1% topical cream,12
VEGAPANTIN 5gm/100ml syp.,20
DEXTRAFAST 25mg f.c. tabs.,5
AKNAPALEN 0.01gm/10gm topical gel,7
GLUCOLESS 4mg tabs.,5
TAZARO 0.1% topical gel,10
RAMIPRESS 1.25 mg f.c.tab.,4
RAMIPRESS 5 mg f.c.tab.,8
ALLERZONE 0.1% topical lotion,12
BROMOTEMIA 2.5mg vag. Supp.,5
PROTOPAN 20 mg DR pellets in hard gelatin caps.,22
PROTOPAN 40 mg DR pellets in hard gelatin caps.,38
GEMIFLOXACIN 320 mg f.c.tab.,50
THIAMPHENIL 0.75gm vial  for I.V. or I.M. inj.,6
CEREBROCETAM 1gm/5ml amp.,10
EZASTATIN 10/40 tab.,45
RANITIDINE 150mg gr.,5
EFLOTISM 13.9 % topical cream,100
FLOXA WEST 300mg f.c.tab.,16
LONGAVIT B12 1mg/ml sol. in amp. for IM inj.,2
NALEVE 375 mg enteric coated tab.,5
FAMTOCAL-M  chewble tab.,4
ROWATRIGIN 200mg tabs.,28
RIVAMEP 1.5 mg hard gelatin caps.,33
RIVAMEP 4.5 mg hard gelatin caps.,58
RIVAMEP 6mg hard gelatin caps.,60
TRILAZINE 4mg f.c. tabs.,3
TRILAZINE 8mg f.c. tabs.,4
DESLOREX 50mg/100ml syrup,8
MIRTADEPINE 30 mg tab.,37
PSEUDOZIN S.R. hard gelatin caps.,7
LERGOPAN 5mg f.c.tab.,6
CALCIPOTRIOL-B  top. Oint.,40
CRESTATIN 10 mg f.c. tabs.,35
TORASEMIDE 10 mg tab.,11
GLUSTACOMB 15/850 mg f.c.tab.,12
GLUSTACOMB 15/500 mg f.c.tab.,11
ACNIDU topical gel,14
DRY TROPAN 2.5mg/5ml elixir,5
SIGMAZIDIM 500 mg vial for I.V./I.M. inj.,8
SIGMAZIDIM 1 gm vial for I.V./I.M. inj.,12
CITAPRONEX 20mg f.c. tabs.,28
MAGNABIOTIC 460mg/5ml susp. (R1),11
MAGNABIOTIC 460mg/5ml susp.,16
MAGNABIOTIC 230mg/5ml pd. For oral susp. (R1),9
MAGNABIOTIC 230mg/5ml pd. For oral susp.,12
LEPTICURE 300 mg hard gelatin caps.,17
LEPTICURE 400 mg hard gelatin caps.,26
FORMOHALE 12 mcg caps. Containing pd. for inhalation,20
SPASMOTALIN FORTE 135mg f.c. tabs.,4
VEDGE 500mg enteric coated S.R. tab.,9
FRUSETONE 20/100 mg f.c.tab,9
FRUSETONE 20/50mg f.c. tabs.,5
CYCLOSED 10mg f.c.tab.,8
ALEXTOL 100mg/5ml oral susp.,6
PSYCHOPRAM 20 mg f.c. tabs.,40
CAPTOPRIL - ALEXANDRIA 50mg tabs.,4
LINCOBIOTIC 300mg/ml amp. For I.V. or I.M. inj.,15
MENTHOGREEN top. Cream,5
VEDGE 5gm/100ml syrup,10
CHOLENORM 600mg f.c.tab.,11
VIRUSTAT 800mg tab.,46
VIRUSTAT 400mg tab.,35
VIRUSTAT 200mg tab.,14
TENOLIDONE 50 mg f.c.tab.,5
TENOLIDONE 100mg f.c. tabs.,6
NITAZOXIN 1.2gm/60ml pd. For oral susp.,8
HERBARIL topical gel,7
CEFLODIX 500 mg hard gelatin caps.,9
CEFLODIX 1000 mg f.c. tabs.,17
FIBROPID 600 mg f.c. tabs.,36
ARTIFICIAL SALIVA oral spray,8
CETA MENSTRUAL f.c.tab.,5
ATTENSERA 25 mg hard gelatin caps.,60
STATERGIC 2.5mg/5ml ophthalmic solution (R1),20
STATERGIC 2.5mg/5ml ophthalmic solution,10
ANGIOSARTAN PLUS 40/25mg f.c.tab.,13
ANGIOSARTAN PLUS 40mg/12.5mg f.c.tab.,12
ANGIOSARTAN PLUS 20/12.5mg f.c.tab.,10
RECARDOPRIL-D tab.,12
TERVENTIN 20mg f.c.tab.,15
PROBIONTAL 5 mg tab.,3
SYCOCETAM 100mg/ml oral soln.,54
CLINDACINE 300 mg hard gelatin caps.,10
CANGOUT 200mg hard gelatin caps.,12
DEXKETO CARE 25 mg f.c.tab.,6
CARE DIPINE 10mg f.c.tab.,20
ESO-PROTOCOL 20 mg enteric coated pellets in hard gelatin caps.,42
OCCUBACT 3mg/ml eye dps.,11
JEDCOFLACIN 200 mg f.c.tab.,12
MENTAVERS 250mg/5ml syrup,10
GABIMASH 800mg tab.,28
PARAZOXANIDE 500 mg cap.,12
PHYTO K 10mg f.c.tab.,5
OXAPRIN-MISR 600 mg tab.,6
PABAL 100mcg/ml amp. For I.V. inj.,110
KABIVEN sol. For inf.,180
NEVANAC 1mg/ml eye dps.,23
CRINONE 8% vag. Gel,236
OMNIC OCAS 0.4 prolonged release f.c.tab.,35
AZARGA ophthalmic susp.,70
NEXAVAR 200mg f.c. tabs.,11207
EMICANEURIN soln. for I.M. inj.,2
VOLTINAC soln. for inj.,2
VITADIONE 10mg chew. Coated tabs.,10
VENTROMED 200mg tabs.,3
JOYPOX 60mg f.c. tabs.,90
AMRIFLUCAN 50mg hard gelatin caps.,20
CEREBROCETAM 20gm/100ml oral soln.,6
BONE CARE 1mcg soft gelatin caps.,11
SCALPOVITAL 5% scalp lotn.,14
DOLOKET 50mg f.c. tabs.,2
ZURCAL 40mg vial for I.V. inj.,30
EUPIFALGAN 10mg/ml vial for I.V. inf.,14
STAPH BUSTER-H topical cream,10
ORGOVASTIN 40mg f.c.tab.,18
DICLONATRIUM SR 75mg f.c. tabs.,8
PRETERAX ARGININE 2.5 mg/0.625 mg f.c.tab. (R1),35
PRETERAX ARGININE 2.5 mg/0.625 mg f.c.tab.,70
BI PRETERAX ARGININE 5mg/ 1.25mg f.c.tab. (R1),110
BI PRETERAX ARGININE 5mg/ 1.25mg f.c.tab.,55
KEPILEPSY 10gm/100ml oral soln.,48
STABLENTIN 800mg f.c. tabs.,28
STABLENTIN 600mg f.c. tabs.,26
RANI 75 mg eff. Granules (R1),3
RANI 75 mg eff. Granules,6
VALYSERNEX 1000mg f.c.caplet,85
VALYSERNEX 500mg f.c. caplet,50
CEREBROCETAM 400mg hard gelatin caps.,2
ALAMBUPHINE 20mg/2ml amp.,8
REGIMAX 120mg hard gelatin caps.,20
